Brentford,Brighton & Hove Albion,7,7|Leicester City,Crystal Palace,7,7|Wolverhampton Wanderers,Nottingham Forest,7,7|Fulham,AFC Bournemouth,1,7|Tottenham Hotspur,Everton,7,7|Southampton,West Ham United,1,7|Manchester United,Newcastle United,7,1|Leeds United,Arsenal,7,1|Aston Villa,Chelsea,7,1|Liverpool,Manchester City,77,1|
Brighton & Hove Albion,Nottingham Forest,1,8|Crystal Palace,Wolverhampton Wanderers,8,8|AFC Bournemouth,Southampton,8,8|Liverpool,West Ham United,8,8|Brentford,Chelsea,8,8|Newcastle United,Everton,8,8|Manchester United,Tottenham Hotspur,8,8|Fulham,Aston Villa,8,8|Leicester City,Leeds United,8,8|Arsenal,Manchester City,8,8|
Nottingham Forest,Liverpool,9,9|Everton,Crystal Palace,9,9|Manchester City,Brighton & Hove Albion,99,9|Chelsea,Manchester United,9,9|Wolverhampton Wanderers,Leicester City,9,9|Aston Villa,Brentford,9,9|Southampton,Arsenal,9,9|Leeds United,Fulham,9,9|Tottenham Hotspur,Newcastle United,9,9|West Ham United,AFC Bournemouth,9,9|
Leicester City,Manchester City,5,5|Newcastle United,Aston Villa,5,5|AFC Bournemouth,Tottenham Hotspur,5,5|Brighton & Hove Albion,Chelsea,5,5|Crystal Palace,Southampton,5,5|Brentford,Wolverhampton Wanderers,5,5|Fulham,Everton,5,5|Liverpool,Leeds United,5,0|Arsenal,Nottingham Forest,5,5|Manchester United,West Ham United,5,5|
Nottingham Forest,Brentford,2,2|Wolverhampton Wanderers,Brighton & Hove Albion,2,2|Manchester City,Fulham,2,2|Leeds United,AFC Bournemouth,2,2|Everton,Leicester City,2,2|Chelsea,Arsenal,2,2|Aston Villa,Manchester United,2,2|Southampton,Newcastle United,2,2|West Ham United,Crystal Palace,2,2|Tottenham Hotspur,Liverpool,2,2|
Manchester City,Brentford,23,33|Liverpool,Southampton,3,2|AFC Bournemouth,Everton,3,3|West Ham United,Leicester City,3,3|Tottenham Hotspur,Leeds United,3,3|Nottingham Forest,Crystal Palace,3,3|Newcastle United,Chelsea,3,3|Wolverhampton Wanderers,Arsenal,3,3|Brighton & Hove Albion,Aston Villa,3,2|Fulham,Manchester United,3,3|
Brentford,Tottenham Hotspur,3,3|Southampton,Brighton & Hove Albion,3,3|Leicester City,Newcastle United,3,3|Crystal Palace,Fulham,3,3|Everton,Wolverhampton Wanderers,3,3|Aston Villa,Liverpool,3,3|Arsenal,West Ham United,3,3|Chelsea,AFC Bournemouth,3,3|Manchester United,Nottingham Forest,3,3|Leeds United,Manchester City,3,3|
West Ham United,Brentford,1,1|Liverpool,Leicester City,1,1|Wolverhampton Wanderers,Manchester United,1,1|Manchester City,Everton,1,1|Fulham,Southampton,1,1|AFC Bournemouth,Crystal Palace,1,1|Newcastle United,Leeds United,1,1|Brighton & Hove Albion,Arsenal,1,1|Tottenham Hotspur,Aston Villa,1,1|Nottingham Forest,Chelsea,1,1|
Brentford,Liverpool,3,3|Leicester City,Fulham,33,3|Arsenal,Newcastle United,3,3|Everton,Brighton & Hove Albion,3,3|Manchester United,AFC Bournemouth,3,3|Southampton,Nottingham Forest,3,3|Leeds United,West Ham United,3,3|Aston Villa,Wolverhampton Wanderers,3,3|Crystal Palace,Tottenham Hotspur,3,3|Chelsea,Manchester City,2,3|
Aston Villa,Leeds United,6,6|Manchester United,Manchester City,2,6|Wolverhampton Wanderers,West Ham United,6,6|Nottingham Forest,Leicester City,6,6|Brighton & Hove Albion,Liverpool,6,6|Everton,Southampton,6,6|Brentford,AFC Bournemouth,6,2|Chelsea,Crystal Palace,6,6|Newcastle United,Fulham,6,6|Tottenham Hotspur,Arsenal,6,6|
Liverpool,Chelsea,0,6|Southampton,Aston Villa,6,6|West Ham United,Everton,64,4|AFC Bournemouth,Nottingham Forest,4,4|Leicester City,Brighton & Hove Albion,4,4|Crystal Palace,Newcastle United,4,4|Manchester City,Wolverhampton Wanderers,4,4|Leeds United,Brentford,4,4|Arsenal,Manchester United,4,4|Fulham,Tottenham Hotspur,4,4|
Chelsea,Fulham,5,5|Everton,Arsenal,0,1|Brighton & Hove Albion,AFC Bournemouth,5,5|Manchester United,Crystal Palace,5,5|Brentford,Southampton,5,5|Wolverhampton Wanderers,Liverpool,5,5|Aston Villa,Leicester City,5,5|Newcastle United,West Ham United,5,1|Nottingham Forest,Leeds United,55,5|Tottenham Hotspur,Manchester City,5,5|
West Ham United,Chelsea,6,6|Fulham,Nottingham Forest,6,6|Leicester City,Tottenham Hotspur,6,6|Arsenal,Brentford,6,6|Crystal Palace,Brighton & Hove Albion,6,6|Southampton,Wolverhampton Wanderers,6,6|AFC Bournemouth,Newcastle United,6,6|Leeds United,Manchester United,6,6|Manchester City,Aston Villa,6,6|Liverpool,Everton,6,6|
Aston Villa,Arsenal,3,3|Brentford,Crystal Palace,3,3|Wolverhampton Wanderers,AFC Bournemouth,3,3|Brighton & Hove Albion,Fulham,5,5|Everton,Leeds United,5,5|Chelsea,Southampton,5,5|Nottingham Forest,Manchester City,5,5|Newcastle United,Liverpool,5,5|Manchester United,Leicester City,5,5|Tottenham Hotspur,West Ham United,5,5|
Fulham,Wolverhampton Wanderers,1,1|Newcastle United,Brighton & Hove Albion,1,1|Everton,Aston Villa,1,1|Leicester City,Arsenal,1,1|West Ham United,Nottingham Forest,1,1|Leeds United,Southampton,1,1|AFC Bournemouth,Manchester City,1,1|Crystal Palace,Liverpool,1,1|Tottenham Hotspur,Chelsea,1,1|Manchester United,Brentford,1,1|
Manchester City,Newcastle United,1,1|Chelsea,Leeds United,1,1|Arsenal,AFC Bournemouth,1,1|Aston Villa,Crystal Palace,1,1|Brighton & Hove Albion,West Ham United,1,1|Wolverhampton Wanderers,Tottenham Hotspur,1,1|Southampton,Leicester City,1,1|Nottingham Forest,Everton,1,1|Liverpool,Manchester United,1,1|Brentford,Fulham,1,1|
AFC Bournemouth,Liverpool,4,4|Leeds United,Brighton & Hove Albion,4,4|Everton,Brentford,4,4|Leicester City,Chelsea,4,4|Tottenham Hotspur,Nottingham Forest,4,4|Crystal Palace,Manchester City,4,4|Manchester United,Southampton,4,4|West Ham United,Aston Villa,4,4|Fulham,Arsenal,4,4|Newcastle United,Wolverhampton Wanderers,4,4|
Nottingham Forest,Newcastle United,2,2|Brentford,Leicester City,2,2|Southampton,Tottenham Hotspur,2,2|Aston Villa,AFC Bournemouth,2,2|Wolverhampton Wanderers,Leeds United,2,2|Chelsea,Everton,2,2|Arsenal,Crystal Palace,2,2|Liverpool,Fulham,2,2|Manchester City,West Ham United,2,2|Brighton & Hove Albion,Manchester United,2,2|
Manchester City,Liverpool,4,4|AFC Bournemouth,Fulham,4,4|Nottingham Forest,Wolverhampton Wanderers,4,4|Crystal Palace,Leicester City,4,4|Arsenal,Leeds United,4,4|Brighton & Hove Albion,Brentford,4,4|Chelsea,Aston Villa,4,4|West Ham United,Southampton,4,4|Newcastle United,Manchester United,4,4|Everton,Tottenham Hotspur,4,4|
Manchester United,Everton,4,4|Aston Villa,Nottingham Forest,4,4|Brentford,Newcastle United,4,4|Fulham,West Ham United,4,4|Wolverhampton Wanderers,Chelsea,4,4|Tottenham Hotspur,Brighton & Hove Albion,4,4|Leicester City,AFC Bournemouth,4,4|Southampton,Manchester City,4,4|Leeds United,Crystal Palace,4,4|Liverpool,Arsenal,4,4|
Aston Villa,Newcastle United,2,2|Southampton,Crystal Palace,2,2|Everton,Fulham,2,2|Tottenham Hotspur,AFC Bournemouth,2,2|Wolverhampton Wanderers,Brentford,2,2|Chelsea,Brighton & Hove Albion,2,2|Manchester City,Leicester City,2,2|West Ham United,Arsenal,2,2|Nottingham Forest,Manchester United,2,2|Leeds United,Liverpool,2,2|
Arsenal,Southampton,2,2|Fulham,Leeds United,2,2|Manchester United,Chelsea,2,2|Crystal Palace,Everton,2,2|Liverpool,Nottingham Forest,2,2|Brentford,Aston Villa,4,1|Leicester City,Wolverhampton Wanderers,1,2|Brighton & Hove Albion,Manchester City,2,2|Newcastle United,Tottenham Hotspur,2,2|AFC Bournemouth,West Ham United,2,2|
Wolverhampton Wanderers,Crystal Palace,5,5|Aston Villa,Fulham,5,5|Leeds United,Leicester City,5,5|Nottingham Forest,Brighton & Hove Albion,5,5|Chelsea,Brentford,5,5|West Ham United,Liverpool,5,5|Manchester City,Arsenal,5,5|Southampton,AFC Bournemouth,5,5|Everton,Newcastle United,5,5|Tottenham Hotspur,Manchester United,5,5|
Crystal Palace,West Ham United,3,3|Brighton & Hove Albion,Wolverhampton Wanderers,3,3|Brentford,Nottingham Forest,3,3|Arsenal,Chelsea,3,3|Manchester United,Aston Villa,3,3|Fulham,Manchester City,0,3|AFC Bournemouth,Leeds United,3,3|Newcastle United,Southampton,3,3|Liverpool,Tottenham Hotspur,3,3|Leicester City,Everton,3,3|
AFC Bournemouth,Chelsea,1,1|Wolverhampton Wanderers,Aston Villa,1,23|Tottenham Hotspur,Crystal Palace,4,4|Liverpool,Brentford,4,4|Manchester City,Leeds United,4,4|Newcastle United,Arsenal,4,4|West Ham United,Manchester United,4,4|Fulham,Leicester City,0,4|Brighton & Hove Albion,Everton,4,4|Nottingham Forest,Southampton,4,4|
Leeds United,Newcastle United,2,2|Southampton,Fulham,2,2|Brentford,West Ham United,2,2|Chelsea,Nottingham Forest,2,2|Aston Villa,Tottenham Hotspur,2,2|Manchester United,Wolverhampton Wanderers,6,2|Crystal Palace,AFC Bournemouth,2,2|Everton,Manchester City,2,2|Arsenal,Brighton & Hove Albion,2,2|Leicester City,Liverpool,0,2|
West Ham United,Leeds United,2,2|Liverpool,Aston Villa,2,2|Brighton & Hove Albion,Southampton,2,2|Tottenham Hotspur,Brentford,2,2|Wolverhampton Wanderers,Everton,2,0|Nottingham Forest,Arsenal,2,0|Newcastle United,Leicester City,2,2|AFC Bournemouth,Manchester United,2,6|Manchester City,Chelsea,2,2|Fulham,Crystal Palace,2,2|
Aston Villa,Brighton & Hove Albion,0,2|Everton,AFC Bournemouth,2,2|Leeds United,Tottenham Hotspur,2,2|Brentford,Manchester City,2,2|Manchester United,Fulham,2,2|Chelsea,Newcastle United,2,2|Leicester City,West Ham United,2,2|Arsenal,Wolverhampton Wanderers,2,2|Southampton,Liverpool,2,2|Crystal Palace,Nottingham Forest,2,0|
